"5aaafcea-684f-4310-936d-67ae35956c48": { constant: -1 category: "Ø" name: "驟雨の狭間" },
"1104f25d-2493-4bc7-9172-b262d36488ac": { constant: -1 category: "SP" name: "Oiiaioooooiai" },
"e543f4a5-5f55-45e5-9c41-ebe1c155c12e": { constant: -1 category: "SP" name: "Dogbite" },
"6252f7c4-8eae-4b59-a22f-9f142f904029": { constant: 12.3 category: "CL" name: "Contrasty Angeles" },
"d742e989-92c4-4474-87ef-57b218d0fc41": { constant: 12.2 category: "CL" name: "命日" },
"9acd5289-bc81-49fb-afc8-7b0631e60e60": { constant: 12.1 category: "CL" name: "Regnaissance" },
"a19a54b6-363e-49ae-9cd2-633a2db8ae4f": { constant: 11.9 category: "CL" name: "Broken Conviction" },
"eab07c23-395d-47f3-be33-15c7c566f694": { constant: 11.7 category: "CL" name: "Moonflutter" },
"ead657f6-f0f2-4a21-acfd-4322892a0562": { constant: 11.7 category: "CL" name: "Fly To Meteor feat.兔柒" },
"217898b1-4806-401f-adf5-740e9d72b66e": { constant: 10.5 category: "CL" name: "雨女" },
"cc75ce1c-dbed-4bc7-94eb-728bf36bb1ec": { constant: 12.1 category: "CB" name: "Innocent white" },
"97ef94ce-df45-4a92-9645-2456f606e0fa": { constant: 11.9 category: "CB" name: "Meltovt Necrosys" },
"ed40cd1b-2741-415a-be81-6fcc63db4044": { constant: 11.7 category: "CB" name: "HYPER MEMORIES" },
"ef55520f-c913-449f-bf26-ab947384127e": { constant: 11.5 category: "CB" name: "Broken Conviction" },
"269efa5f-8b69-4a71-be24-7abe57372b3f": { constant: 11.5 category: "CB" name: "Contrasty Angeles" },
"e0162d0e-0727-49c2-80fa-f611621650ea": { constant: 11.4 category: "CB" name: "slic.hertz #GdbG"},
"61f5e310-d45b-40dc-a934-e3a849382729": { constant: 11.4 category: "CB" name: "Moonflutter" },
"14080c32-a16c-464c-b24a-880f1a7e657d": { constant: 11.4 category: "CB" name: "Algebra" },
"6b478cca-035d-4297-b34a-ae75658d81bd": { constant: 11.3 category: "CB" name: "Fragment of Memories" },
"f425914c-db82-413c-aca9-96ff151b8605": { constant: 11.2 category: "CB" name: "IN" },
"da07cabf-7c7b-4083-a41a-879be13c8c94": { constant: 11.2 category: "CB" name: "イコラト" },
"01929c36-e7ba-40d5-8123-ca3d4c2da4fb": { constant: 11.2 category: "CB" name: "参宿四~Betelgeuse~" },
"04d821ff-493a-421d-83a5-a61a59b2d3d3": { constant: 11.1 category: "CB" name: "命日" },
"80df6e22-69c3-4983-a712-adeebb47fb2b": { constant: 11.1 category: "CB" name: "Regnaissance" },
"22bd5632-25cc-412f-9299-bcf2cdd64aed": { constant: 10.9 category: "CB" name: "樱落繁花" },
"f7b864bc-72a3-4c9d-ab7c-b57946fb77ec": { constant: 10.8 category: "CB" name: "Elsorhg" },
"aafec4af-3479-445b-9b30-b6822b9f5e19": { constant: 10.8 category: "CB" name: "Moving on" },
"a6ef2d0a-057b-4ada-be88-23dcde06ada5": { constant: 10.7 category: "CB" name: "Hikari" },
"6db4cb9b-adec-4ce5-bb0a-71d4761e88f8": { constant: 10.6 category: "CB" name: "WATER" },
"13fda58e-3091-4b3d-8eb9-4ac8346ce61a": { constant: 10.6 category: "CB" name: "Threat - Sky Islands" },
"35ab3fba-928d-4b08-be7f-2fc67a77a838": { constant: 10.5 category: "CB" name: "Fly To Meteor (Milthm Edit)" },
"7131ad7b-1602-4acd-bfc1-1ff712d054f0": { constant: 10.5 category: "CB" name: "Future Unbound (Game Edit)" },
"7c0cdf77-fcfa-4f96-9897-24ca10582c32": { constant: 10.3 category: "CB" name: "Threat - Superstructure" },
"7cdb8a2c-e133-4a91-a29f-4e21ba4e442a": { constant: 10.3 category: "CB" name: "Dogbite" },
"3a908e2d-8a39-4220-a6b8-4817bd1cea4a": { constant: 10.2 category: "CB" name: "cybernetic blazar" },
"b60f0788-f9af-4a41-8c73-2b72151d309f": { constant: 10.2 category: "CB" name: "Agnostic" },
"887157ea-fe1a-480b-b7e9-e6a4f9e27ae4": { constant: 10.1 category: "CB" name: "夜風" },
"130d1d7d-ba20-467c-b5f5-eafc51882809": { constant: 10.1 category: "CB" name: "Blueface" },
"c902851b-fa01-44f4-97a8-ab6d317fccd4": { constant: 10.0 category: "CB" name: "仮想明日" },
"03b883cf-f28b-4e33-8f67-d3bcb1a74719": { constant: 10.0 category: "CB" name: "Psyched Fevereiro" },
"fc40c7fc-e62a-4fa8-891e-430444191e26": { constant: 10.0 category: "CB" name: "OverRain" },
"8d787646-a290-4f14-a831-d7d43bc9f534": { constant: 9.8 category: "CB" name: "Rainbow Flavor!" },
"f728706a-e40a-421d-aaba-dde4bc35e8e3": { constant: 9.8 category: "CB" name: "Oniichan" },
"fa97e341-3a72-47bc-927e-b9cf87980b37": { constant: 9.7 category: "CB" name: "ネオン色のまち feat.Mai" },
"9e083951-188f-4998-951a-58d08b4b4f45": { constant: 9.7 category: "CB" name: "Jump out" },
"00e3e0b6-fbdd-4a7d-bcab-ba6540f4225d": { constant: 9.6 category: "CB" name: "白虎蓮華" },
"df4ff6fe-a8da-4b63-b0bd-b69ac8d80ace": { constant: 9.6 category: "CB" name: "Bio-Engineering" },
"9a55b865-0860-41b9-9f78-bc5209bc9f44": { constant: 9.5 category: "CB" name: "雨女" },
"ca4c79a7-709a-40c5-b0e0-c04b6deff431": { constant: 9.4 category: "CB" name: "烁雨" },
"c3769378-d595-4119-b93c-e0db2b3ea8e2": { constant: 9.3 category: "CB" name: "Aconsma" },
"cdacaee4-2866-4109-93a8-5bbbf0dc6207": { constant: 9.3 category: "CB" name: "花月" },
"d70bc3b4-752a-45b9-bd31-c6ab8b9a7c9e": { constant: 9.2 category: "CB" name: "INFP.mp3" },
"725abac1-5de5-463f-870d-a99a41cae61e": { constant: 9.1 category: "CB" name: "暮予星光"},
"bb5b7628-87b1-4e1c-8e07-8bacadf6f2b1": { constant: 8.6 category: "CB" name: "サイクルの欠片"},
"b2594118-dcf5-4750-9e57-e4eeef6142fe": { constant: 8.5 category: "CB" name: "时落之雨" },
"6df0b462-dded-46db-8505-3ff86fc46c26": { constant: 8.3 category: "CB" name: "粗线条的雨" },
"35b424f8-d0de-41ab-9512-f365a154c328": { constant: 8.3 category: "CB" name: "Words" },
"858f698c-4bd9-40f0-aa8b-793021e0c550": { constant: 7.5 category: "CB" name: "雨之城" },
"c18f27b6-2d4e-4631-82b1-4ede237874df": { constant: 9.0 category: "SK" name: "Contrasty Angeles" },
"0785d07e-50e1-4e3f-b1aa-01fa43d0c2f6": { constant: 8.9 category: "SK" name: "HYPER MEMORIES" },
"c9a9bc45-8695-4fb9-babe-d2027a6d9ed7": { constant: 8.8 category: "SK" name: "樱落繁花" },
"2cfa74ee-7e6d-4ebf-8f0a-e7cfb3a7e94c": { constant: 8.7 category: "SK" name: "イコラト" },
"63b8512d-ac16-4026-bfee-1317d860ab82": { constant: 8.7 category: "SK" name: "命日" },
"de2327c7-0d63-496f-9974-dbb70bfcbed8": { constant: 8.6 category: "SK" name: "Broken Conviction" },
"a5a9a7e4-3030-4bb3-9eef-04e58a0fbdb4": { constant: 8.5 category: "SK" name: "Regnaissance" },
"2022fd8f-3210-4151-8636-8ec888236214": { constant: 8.4 category: "SK" name: "Hikari" },
"de74f367-3a91-4421-a657-f0e8268083a3": { constant: 8.4 category: "SK" name: "Fragment of Memories" },
"9953c1b3-f92a-406c-8ea6-78dbee1b8f71": { constant: 8.3 category: "SK" name: "Bio-Engineering" },
"d6514d67-18d3-4d8e-8492-890061efb6f7": { constant: 8.2 category: "SK" name: "花月" },
"14700dda-b3c7-429d-a5ce-8a65f2fe4846": { constant: 8.2 category: "SK" name: "Innocent white" },
"962ec79e-489c-43ea-bd72-6dc3448e3983": { constant: 8.1 category: "SK" name: "Algebra" },
"d89765a7-05a1-44a1-8ed3-f23f5f15741a": { constant: 8.0 category: "SK" name: "Blueface" },
"4001a2b3-374d-438e-8e2b-2bd6d3651805": { constant: 8.0 category: "SK" name: "ネオン色のまち feat.Mai" },
"44405d3d-4162-4fb8-9e86-fc7c965d4d2d": { constant: 8.0 category: "SK" name: "Oniichan" },
"e663eb53-66d4-4a76-b533-445ef08ee18e": { constant: 7.9 category: "SK" name: "IN" },
"38b25a54-afa9-4369-b286-90ba2e29df0b": { constant: 7.9 category: "SK" name: "Jump out" },
"dae03da2-2ff0-4ed1-9624-945c2b9d3118": { constant: 7.9 category: "SK" name: "Moonflutter" },
"e7ec6340-be44-44ab-8545-d5b7cf326fd4": { constant: 7.8 category: "SK" name: "Meltovt Necrosys" },
"e75e2d80-86a0-464f-8d29-8dd0bb68328b": { constant: 7.8 category: "SK" name: "サイクルの欠片"},
"b1361177-1426-47cc-b036-afd09cad775b": { constant: 7.8 category: "SK" name: "cybernetic blazar" },
"fccd5960-dbdc-4127-8b0b-58c1fb521354": { constant: 7.6 category: "SK" name: "OverRain" },
"26a76638-ec89-4809-bd40-5d6afe403c40": { constant: 7.6 category: "SK" name: "slic.hertz #GdbG"},
"640cea92-0024-4ba5-aa16-8a38f77743ac": { constant: 7.5 category: "SK" name: "Elsorhg" },
"ac9308f8-b896-43af-879a-b65bcfcaa874": { constant: 7.5 category: "SK" name: "Rainbow Flavor!" },
"bdf2975e-8b19-4af8-9b1c-dc6f62587e7c": { constant: 7.5 category: "SK" name: "暮予星光"},
"3442183b-cf7d-4842-9ddf-04243914916a": { constant: 7.5 category: "SK" name: "Future Unbound (Game Edit)" },
"9a75cbb5-f9ad-4557-b3ed-5553a16023d7": { constant: 7.4 category: "SK" name: "Agnostic" },
"fe111534-c651-4896-9538-2dd100131a7d": { constant: 7.3 category: "SK" name: "夜風" },
